"SG_UF";"CO_MUNICIPIO";"NO_MUNICIPIO";"REDE";"VL_NOTA_MEDIA_2019";"VL_PROJECAO_2019"
"AL";2701803;"Carneiros";"Estadual";;4,9
"AL";2701803;"Carneiros";"Municipal";5,275005;4,5
"AL";2701803;"Carneiros";"Pública";5,275005;4,5
"AL";2701902;"Chã Preta";"Estadual";;4,8
"AL";2701902;"Chã Preta";"Municipal";5,283971;4,7
"AL";2701902;"Chã Preta";"Pública";5,283971;4,7
"AL";2702009;"Coité do Nóia";"Municipal";5,673002;4,7
"AL";2702009;"Coité do Nóia";"Pública";5,673002;4,7
"AL";2702108;"Colônia Leopoldina";"Municipal";4,54677;4,3
"AL";2702108;"Colônia Leopoldina";"Pública";4,54677;4,3
"AL";2702207;"Coqueiro Seco";"Estadual";;5,6
"AL";2702207;"Coqueiro Seco";"Municipal";5,472896;4,6
"AL";2702207;"Coqueiro Seco";"Pública";5,472896;4,7
"AL";2702306;"Coruripe";"Municipal";8,936068;5,1
"AL";2702306;"Coruripe";"Pública";8,936068;5,1
"AL";2702355;"Craíbas";"Municipal";5,088363;4,4
"AL";2702355;"Craíbas";"Pública";5,088363;4,4
"AL";2702405;"Delmiro Gouveia";"Estadual";;5,1
"AL";2702405;"Delmiro Gouveia";"Municipal";5,222572;5,1
"AL";2702405;"Delmiro Gouveia";"Pública";5,222572;5,1
"AL";2702504;"Dois Riachos";"Municipal";5,722031;4,6
"AL";2702504;"Dois Riachos";"Pública";5,722031;4,6
"AL";2702553;"Estrela de Alagoas";"Estadual";;4,9
"AL";2702553;"Estrela de Alagoas";"Municipal";4,683182;4,2
"AL";2702553;"Estrela de Alagoas";"Pública";4,683182;4,3
"AL";2702603;"Feira Grande";"Estadual";;4,8
"AL";2702603;"Feira Grande";"Municipal";4,441749;4,4
"AL";2702603;"Feira Grande";"Pública";4,441749;4,5
"AL";2702702;"Feliz Deserto";"Municipal";5,6756;4,3
"AL";2702702;"Feliz Deserto";"Pública";5,6756;4,3
"AL";2702801;"Flexeiras";"Municipal";5,6882;5,6
"AL";2702801;"Flexeiras";"Pública";5,6882;5,6
"AL";2702900;"Girau do Ponciano";"Estadual";;4,5
"AL";2702900;"Girau do Ponciano";"Municipal";5,199379;4,5
"AL";2702900;"Girau do Ponciano";"Pública";5,199379;4,4
"AL";2703007;"Ibateguara";"Estadual";;4,8
"AL";2703007;"Ibateguara";"Municipal";5,169191;4,1
