"SG_UF";"CO_MUNICIPIO";"NO_MUNICIPIO";"REDE";"VL_OBSERVADO_2019";"VL_PROJECAO_2019"
"PB";2501104;"Areia";"Pública";"3,5";"4,5"
"PB";2501153;"Areia de Baraúnas";"Municipal";;"4,3"
"PB";2501153;"Areia de Baraúnas";"Pública";;"4,3"
"PB";2501203;"Areial";"Estadual";"3,7";"4,5"
"PB";2501203;"Areial";"Municipal";"4,7";"4,9"
"PB";2501203;"Areial";"Pública";"4,4";"4,6"
"PB";2501302;"Aroeiras";"Estadual";"3,8";"4,3"
"PB";2501302;"Aroeiras";"Municipal";;"4,9"
"PB";2501302;"Aroeiras";"Pública";"3,3";"4,7"
"PB";2501351;"Assunção";"Estadual";;"4,3"
"PB";2501351;"Assunção";"Municipal";;"4,5"
"PB";2501351;"Assunção";"Pública";;"4,3"
"PB";2501401;"Baía da Traição";"Estadual";"3,5";"4,5"
"PB";2501401;"Baía da Traição";"Municipal";;"4,8"
"PB";2501401;"Baía da Traição";"Pública";"3,5";"4,6"
"PB";2501500;"Bananeiras";"Estadual";;"4,3"
"PB";2501500;"Bananeiras";"Municipal";"3,3";"4,1"
"PB";2501500;"Bananeiras";"Pública";"3,3";"4,3"
"PB";2501534;"Baraúna";"Municipal";"4,5";"3,8"
"PB";2501534;"Baraúna";"Pública";"4,5";"3,8"
"PB";2501575;"Barra de Santana";"Estadual";;"4,1"
"PB";2501575;"Barra de Santana";"Municipal";"4,4";"4"
"PB";2501575;"Barra de Santana";"Pública";"4,4";"4,1"
"PB";2501609;"Barra de Santa Rosa";"Estadual";"4,6";"4,6"
"PB";2501609;"Barra de Santa Rosa";"Municipal";"3,7";"4,3"
"PB";2501609;"Barra de Santa Rosa";"Pública";"3,9";"4,3"
"PB";2501708;"Barra de São Miguel";"Municipal";"4,8";"4,6"
"PB";2501708;"Barra de São Miguel";"Pública";"4,8";"4,7"
"PB";2501807;"Bayeux";"Estadual";"3,5";"4,2"
"PB";2501807;"Bayeux";"Municipal";"3,6";"4,3"
"PB";2501807;"Bayeux";"Pública";"3,6";"4,2"
"PB";2501906;"Belém";"Estadual";"3";"4,2"
"PB";2501906;"Belém";"Municipal";"4,3";"5,1"
"PB";2501906;"Belém";"Pública";"3,7";"4,5"
"PB";2502003;"Belém do Brejo do Cruz";"Estadual";;"4"
"PB";2502003;"Belém do Brejo do Cruz";"Municipal";"3,5";"4,1"
"PB";2502003;"Belém do Brejo do Cruz";"Pública";"3,3";"4"
"PB";2502052;"Bernardino Batista";"Municipal";"4,1";"4,3"
"PB";2502052;"Bernardino Batista";"Pública";"4,1";"4,3"
"PB";2502102;"Boa Ventura";"Estadual";"4,4";"4,5"
"PB";2502102;"Boa Ventura";"Municipal";"3,2";"3,8"
"PB";2502102;"Boa Ventura";"Pública";"3,7";"4,5"
"PB";2502151;"Boa Vista";"Estadual";;"3,9"
"PB";2502151;"Boa Vista";"Municipal";"4,2";"5,3"
"PB";2502151;"Boa Vista";"Pública";"4,2";"4,9"
"PB";2502201;"Bom Jesus";"Municipal";"3,8";"4,7"
"PB";2502201;"Bom Jesus";"Pública";"3,8";"4,7"
"PB";2502300;"Bom Sucesso";"Estadual";"5,3";"4"
"PB";2502300;"Bom Sucesso";"Municipal";"4,7";"5,1"
"PB";2502300;"Bom Sucesso";"Pública";"5";"4"
"PB";2502409;"Bonito de Santa Fé";"Estadual";"3,5";"4,7"
"PB";2502409;"Bonito de Santa Fé";"Municipal";;"3,7"
"PB";2502409;"Bonito de Santa Fé";"Pública";"3,7";"4,6"
"PB";2502508;"Boqueirão";"Estadual";"3,9";"4"
"PB";2502508;"Boqueirão";"Municipal";"3,5";"4,7"
"PB";2502508;"Boqueirão";"Pública";"3,7";"4,3"
"PB";2502607;"Igaracy";"Estadual";"4,4";"4"
"PB";2502607;"Igaracy";"Municipal";"4,1";"4,3"
"PB";2502607;"Igaracy";"Pública";"4,2";"3,9"
"PB";2502706;"Borborema";"Estadual";"2,8";"3,9"
"PB";2502706;"Borborema";"Municipal";;"4,5"
"PB";2502706;"Borborema";"Pública";"3";"4"
"PB";2502805;"Brejo do Cruz";"Estadual";"3";"4,4"
"PB";2502805;"Brejo do Cruz";"Municipal";"4,8";"4"
"PB";2502805;"Brejo do Cruz";"Pública";"4,7";"4,4"
"PB";2502904;"Brejo dos Santos";"Estadual";"3,5";"3,8"
"PB";2502904;"Brejo dos Santos";"Municipal";"4";"4"
"PB";2502904;"Brejo dos Santos";"Pública";"3,7";"3,9"
"PB";2503001;"Caaporã";"Municipal";"3,2";"4,4"
"PB";2503001;"Caaporã";"Pública";"3,2";"4,4"
"PB";2503100;"Cabaceiras";"Estadual";;"4,5"
"PB";2503100;"Cabaceiras";"Municipal";"5,1";"4,7"
"PB";2503100;"Cabaceiras";"Pública";"5";"4,6"
"PB";2503209;"Cabedelo";"Estadual";"2,6";"4,4"
"PB";2503209;"Cabedelo";"Municipal";"4,5";"4,5"
"PB";2503209;"Cabedelo";"Pública";"4,1";"4,4"
"PB";2503308;"Cachoeira dos Índios";"Estadual";"3,7";"4,3"
"PB";2503308;"Cachoeira dos Índios";"Municipal";"3,9";"4"
"PB";2503308;"Cachoeira dos Índios";"Pública";"3,6";"4,1"
"PB";2503407;"Cacimba de Areia";"Estadual";;"5,3"
"PB";2503407;"Cacimba de Areia";"Municipal";"4,7";"4,5"
"PB";2503407;"Cacimba de Areia";"Pública";"4,7";"5"
"PB";2503506;"Cacimba de Dentro";"Estadual";;"4,6"
"PB";2503506;"Cacimba de Dentro";"Municipal";"4,1";"5"
"PB";2503506;"Cacimba de Dentro";"Pública";"4,1";"4,9"
"PB";2503555;"Cacimbas";"Estadual";"2,4";"4"
"PB";2503555;"Cacimbas";"Municipal";"2,8";"3,6"
"PB";2503555;"Cacimbas";"Pública";"2,8";"4"
"PB";2503605;"Caiçara";"Estadual";;"4,8"
"PB";2503605;"Caiçara";"Municipal";"3,6";"4,2"
"PB";2503605;"Caiçara";"Pública";"3,6";"4,3"
"PB";2503704;"Cajazeiras";"Estadual";"3,9";"4,4"
"PB";2503704;"Cajazeiras";"Municipal";"4,3";"4,3"
"PB";2503704;"Cajazeiras";"Pública";"4,1";"4,4"
"PB";2503753;"Cajazeirinhas";"Estadual";;
"PB";2503753;"Cajazeirinhas";"Municipal";"4,9";"4,4"
"PB";2503753;"Cajazeirinhas";"Pública";"4,9";"4,4"
"PB";2503803;"Caldas Brandão";"Estadual";"3,3";"5"
"PB";2503803;"Caldas Brandão";"Municipal";"3,5";"4,5"
"PB";2503803;"Caldas Brandão";"Pública";"3,4";"5,1"
"PB";2503902;"Camalaú";"Estadual";;"4,4"
"PB";2503902;"Camalaú";"Municipal";"4,6";"5,4"
"PB";2503902;"Camalaú";"Pública";"4,6";"4,4"
"PB";2504009;"Campina Grande";"Estadual";"3,9";"4,4"
"PB";2504009;"Campina Grande";"Municipal";"4,6";"4,1"
"PB";2504009;"Campina Grande";"Pública";"4,1";"4,4"
"PB";2504033;"Capim";"Municipal";"4,2";"3,9"
"PB";2504033;"Capim";"Pública";"4,2";"3,9"
"PB";2504074;"Caraúbas";"Estadual";"3,5";"4,6"
"PB";2504074;"Caraúbas";"Municipal";"4,9";"3,6"
"PB";2504074;"Caraúbas";"Pública";"4,5";"4,6"
"PB";2504108;"Carrapateira";"Estadual";;"4,9"
"PB";2504108;"Carrapateira";"Municipal";"4,2";"4,9"
"PB";2504108;"Carrapateira";"Pública";"4,2";"4,9"
"PB";2504157;"Casserengue";"Estadual";;"3,9"
"PB";2504157;"Casserengue";"Municipal";"3,1";"4,2"
"PB";2504157;"Casserengue";"Pública";"3,1";"4,1"
"PB";2504207;"Catingueira";"Estadual";;"4,1"
"PB";2504207;"Catingueira";"Municipal";"3,9";"4,3"
"PB";2504207;"Catingueira";"Pública";"3,9";"4,2"
"PB";2504306;"Catolé do Rocha";"Estadual";"4,6";"4,3"
"PB";2504306;"Catolé do Rocha";"Municipal";"3,7";"4,7"
"PB";2504306;"Catolé do Rocha";"Pública";"3,8";"4,5"
"PB";2504355;"Caturité";"Estadual";;"4,2"
"PB";2504355;"Caturité";"Municipal";"3,7";"4,7"
"PB";2504355;"Caturité";"Pública";"3,5";"4,7"
"PB";2504405;"Conceição";"Estadual";"3,9";"4,5"
"PB";2504405;"Conceição";"Municipal";"3,7";"3,9"
"PB";2504405;"Conceição";"Pública";"3,8";"4,5"
"PB";2504504;"Condado";"Estadual";"5,1";"4,4"
"PB";2504504;"Condado";"Municipal";"3,9";"4,3"
"PB";2504504;"Condado";"Pública";"4,2";"4,3"
"PB";2504603;"Conde";"Estadual";;"4,2"
"PB";2504603;"Conde";"Municipal";"4,6";"4,4"
"PB";2504603;"Conde";"Pública";"4,6";"4,3"
"PB";2504702;"Congo";"Estadual";"5,1";"4,2"
"PB";2504702;"Congo";"Municipal";"5,2";"5"
"PB";2504702;"Congo";"Pública";"5,2";"4,8"
"PB";2504801;"Coremas";"Estadual";"3,8";"4,3"
"PB";2504801;"Coremas";"Municipal";"3,6";"4,6"
"PB";2504801;"Coremas";"Pública";"3,6";"4,3"
"PB";2504850;"Coxixola";"Estadual";"4,9";"4,7"
"PB";2504850;"Coxixola";"Pública";"4,9";"4,7"
"PB";2504900;"Cruz do Espírito Santo";"Estadual";"2,9";"4"
"PB";2504900;"Cruz do Espírito Santo";"Municipal";"2,7";"5,1"
"PB";2504900;"Cruz do Espírito Santo";"Pública";"2,9";"4,2"
"PB";2505006;"Cubati";"Estadual";;"5"
"PB";2505006;"Cubati";"Municipal";"4,9";"5,1"
"PB";2505006;"Cubati";"Pública";"4,9";"5,1"
"PB";2505105;"Cuité";"Estadual";"4,7";"4,5"
"PB";2505105;"Cuité";"Municipal";"4";"4,1"
"PB";2505105;"Cuité";"Pública";"4,4";"4,4"
"PB";2505204;"Cuitegi";"Estadual";"2,7";"3,8"
"PB";2505204;"Cuitegi";"Municipal";"3,6";"3,7"
"PB";2505204;"Cuitegi";"Pública";"3,3";"3,8"
"PB";2505238;"Cuité de Mamanguape";"Estadual";;"4"
"PB";2505238;"Cuité de Mamanguape";"Municipal";;"4,6"
"PB";2505238;"Cuité de Mamanguape";"Pública";;"4,6"
"PB";2505279;"Curral de Cima";"Municipal";"4";"4,6"
"PB";2505279;"Curral de Cima";"Pública";"4";"4,6"
"PB";2505303;"Curral Velho";"Estadual";"4,6";"5"
"PB";2505303;"Curral Velho";"Municipal";"3,8";"4,9"
"PB";2505303;"Curral Velho";"Pública";"3,8";"4,9"
"PB";2505352;"Damião";"Municipal";;"4,1"
"PB";2505352;"Damião";"Pública";;"4,1"
"PB";2505402;"Desterro";"Estadual";"4,4";"4,4"
"PB";2505402;"Desterro";"Municipal";;"4,2"
"PB";2505402;"Desterro";"Pública";"4,1";"4,4"
"PB";2505501;"Vista Serrana";"Estadual";"4,3";"4,4"
"PB";2505501;"Vista Serrana";"Pública";"4,2";"4,4"
"PB";2505600;"Diamante";"Estadual";"4,5";"4,8"
"PB";2505600;"Diamante";"Municipal";"4,1";"3,9"
"PB";2505600;"Diamante";"Pública";"4,3";"4,3"
"PB";2505709;"Dona Inês";"Estadual";;"3,9"
"PB";2505709;"Dona Inês";"Municipal";"4,3";"4,8"
"PB";2505709;"Dona Inês";"Pública";"4,3";"4,5"
"PB";2505808;"Duas Estradas";"Estadual";;"4,1"
"PB";2505808;"Duas Estradas";"Municipal";"3,8";"4,3"
"PB";2505808;"Duas Estradas";"Pública";"3,8";"4,3"
"PB";2505907;"Emas";"Estadual";"3,5";"4,3"
"PB";2505907;"Emas";"Municipal";"4,8";"4"
"PB";2505907;"Emas";"Pública";"4,2";"4,3"
"PB";2506004;"Esperança";"Estadual";;"4,2"
"PB";2506004;"Esperança";"Municipal";"4,6";"4,8"
"PB";2506004;"Esperança";"Pública";"4,2";"4,5"
"PB";2506103;"Fagundes";"Estadual";"3,9";"4,3"
"PB";2506103;"Fagundes";"Municipal";"2,5";"4,5"
"PB";2506103;"Fagundes";"Pública";"3,3";"4,3"
"PB";2506202;"Frei Martinho";"Municipal";"3,4";"4,4"
"PB";2506202;"Frei Martinho";"Pública";"3,4";"4,5"
"PB";2506251;"Gado Bravo";"Estadual";;"3,9"
"PB";2506251;"Gado Bravo";"Municipal";"3,9";"4,4"
"PB";2506251;"Gado Bravo";"Pública";"3,9";"4,4"
"PB";2506301;"Guarabira";"Estadual";"3,5";"4,2"
"PB";2506301;"Guarabira";"Municipal";"3,9";"4,6"
"PB";2506301;"Guarabira";"Pública";"3,8";"4,3"
"PB";2506400;"Gurinhém";"Estadual";"3,9";"4,7"
"PB";2506400;"Gurinhém";"Municipal";;"3,9"
"PB";2506400;"Gurinhém";"Pública";"2,9";"4,3"
"PB";2506509;"Gurjão";"Estadual";;"4,4"
"PB";2506509;"Gurjão";"Municipal";"4,4";"4,4"
"PB";2506509;"Gurjão";"Pública";"4,4";"4,4"
"PB";2506608;"Ibiara";"Estadual";;"4"
"PB";2506608;"Ibiara";"Municipal";"4,4";"4,4"
"PB";2506608;"Ibiara";"Pública";;"3,9"
"PB";2506707;"Imaculada";"Estadual";"3,3";"3,8"
"PB";2506707;"Imaculada";"Municipal";"3,5";"4,1"
"PB";2506707;"Imaculada";"Pública";"3,4";"3,9"
"PB";2506806;"Ingá";"Estadual";"3,3";"4,1"
"PB";2506806;"Ingá";"Municipal";"3,4";"4"
"PB";2506806;"Ingá";"Pública";"3,4";"4,1"
"PB";2506905;"Itabaiana";"Estadual";"3,8";"4,1"
"PB";2506905;"Itabaiana";"Municipal";"3,4";"4,7"
"PB";2506905;"Itabaiana";"Pública";"3,8";"4,1"
"PB";2507002;"Itaporanga";"Estadual";"3,7";"4,3"
"PB";2507002;"Itaporanga";"Municipal";"4,2";"3,9"
"PB";2507002;"Itaporanga";"Pública";"3,9";"4,3"
"PB";2507101;"Itapororoca";"Estadual";"3,8";"4,5"
"PB";2507101;"Itapororoca";"Municipal";"3,8";"3,9"
"PB";2507101;"Itapororoca";"Pública";"3,8";"4,3"
"PB";2507200;"Itatuba";"Estadual";"3,1";"4,2"
"PB";2507200;"Itatuba";"Municipal";"3,5";"4,6"
"PB";2507200;"Itatuba";"Pública";"3,3";"4,2"
"PB";2507309;"Jacaraú";"Estadual";"3,8";"5,3"
"PB";2507309;"Jacaraú";"Municipal";"3,6";"4,5"
"PB";2507309;"Jacaraú";"Pública";"3,6";"4,6"
"PB";2507408;"Jericó";"Estadual";"3,4";"4,2"
"PB";2507408;"Jericó";"Municipal";"3,5";"4,1"
"PB";2507408;"Jericó";"Pública";"3,5";"4,2"
"PB";2507507;"João Pessoa";"Estadual";"4";"4,6"
"PB";2507507;"João Pessoa";"Municipal";"4,3";"4,3"
"PB";2507507;"João Pessoa";"Pública";"4,2";"4,5"
"PB";2507606;"Juarez Távora";"Estadual";"3,9";"4,5"
"PB";2507606;"Juarez Távora";"Municipal";"3,2";"4,1"
"PB";2507606;"Juarez Távora";"Pública";"3,3";"4,2"
"PB";2507705;"Juazeirinho";"Estadual";"3,3";"3,8"
"PB";2507705;"Juazeirinho";"Municipal";"4,4";"3,9"
"PB";2507705;"Juazeirinho";"Pública";"4,1";"3,9"
"PB";2507804;"Junco do Seridó";"Estadual";;"5,1"
"PB";2507804;"Junco do Seridó";"Municipal";"4";"3,9"
"PB";2507804;"Junco do Seridó";"Pública";"3,9";"4,1"
"PB";2507903;"Juripiranga";"Estadual";"4,5";"4,3"
"PB";2507903;"Juripiranga";"Municipal";"4,6";"3,9"
"PB";2507903;"Juripiranga";"Pública";"4,6";"4,3"
"PB";2508000;"Juru";"Estadual";"5";"4,5"
"PB";2508000;"Juru";"Municipal";"4,8";"4,2"
"PB";2508000;"Juru";"Pública";"4,8";"4,6"
"PB";2508109;"Lagoa";"Estadual";"3,9";"4,1"
"PB";2508109;"Lagoa";"Municipal";"3,1";
"PB";2508109;"Lagoa";"Pública";"3,4";"4,1"
"PB";2508208;"Lagoa de Dentro";"Estadual";;"4"
"PB";2508208;"Lagoa de Dentro";"Municipal";"3,1";"4,4"
"PB";2508208;"Lagoa de Dentro";"Pública";"3";"4,3"
"PB";2508307;"Lagoa Seca";"Estadual";"4,1";"4,4"
"PB";2508307;"Lagoa Seca";"Municipal";"3,3";"4,4"
"PB";2508307;"Lagoa Seca";"Pública";"3,4";"4,3"
"PB";2508406;"Lastro";"Municipal";"3,9";"4,3"
"PB";2508406;"Lastro";"Pública";"3,9";"4,3"
"PB";2508505;"Livramento";"Estadual";;"4,6"
"PB";2508505;"Livramento";"Municipal";"4,3";"4"
"PB";2508505;"Livramento";"Pública";"4,3";"4,2"
"PB";2508554;"Logradouro";"Estadual";"3,9";"3,8"
"PB";2508554;"Logradouro";"Municipal";"4,4";"4,4"
"PB";2508554;"Logradouro";"Pública";"4,2";"4,2"
"PB";2508604;"Lucena";"Estadual";;"3,8"
"PB";2508604;"Lucena";"Municipal";"4,2";"4,5"
"PB";2508604;"Lucena";"Pública";"4,2";"4"
"PB";2508703;"Mãe d'Água";"Estadual";;"4,2"
"PB";2508703;"Mãe d'Água";"Municipal";"3";"4,2"
"PB";2508703;"Mãe d'Água";"Pública";"3";"4,2"
"PB";2508802;"Malta";"Estadual";"2,5";"4,3"
"PB";2508802;"Malta";"Municipal";"5";"5,9"
"PB";2508802;"Malta";"Pública";"4";"4,3"
"PB";2508901;"Mamanguape";"Estadual";"2,9";"4,3"
"PB";2508901;"Mamanguape";"Municipal";"3,3";"3,7"
"PB";2508901;"Mamanguape";"Pública";"3";"4,2"
"PB";2509008;"Manaíra";"Estadual";"3,9";"4,2"
"PB";2509008;"Manaíra";"Municipal";"3,8";"4,4"
"PB";2509008;"Manaíra";"Pública";"3,8";"4,2"
"PB";2509057;"Marcação";"Municipal";"3,2";"4"
"PB";2509057;"Marcação";"Pública";"3,2";"3,9"
"PB";2509107;"Mari";"Estadual";"3,6";"4,7"
"PB";2509107;"Mari";"Municipal";"2,9";"4"
"PB";2509107;"Mari";"Pública";"3,3";"4,3"
"PB";2509156;"Marizópolis";"Estadual";"5,1";"4,2"
"PB";2509156;"Marizópolis";"Municipal";"3,7";"4,8"
"PB";2509156;"Marizópolis";"Pública";"3,7";"4,5"
"PB";2509206;"Massaranduba";"Estadual";"3,2";"4,1"
"PB";2509206;"Massaranduba";"Municipal";"3,9";"4,2"
"PB";2509206;"Massaranduba";"Pública";"3,7";"4,1"
"PB";2509305;"Mataraca";"Estadual";"4";
"PB";2509305;"Mataraca";"Municipal";"3,3";"4,1"
"PB";2509305;"Mataraca";"Pública";"3,7";"4,1"
"PB";2509339;"Matinhas";"Estadual";"3,8";"4,4"
"PB";2509339;"Matinhas";"Municipal";"3,2";"3,5"
"PB";2509339;"Matinhas";"Pública";"3,6";"4,4"
"PB";2509370;"Mato Grosso";"Estadual";;"4"
"PB";2509370;"Mato Grosso";"Municipal";"4,3";"4,3"
"PB";2509370;"Mato Grosso";"Pública";"4,3";"4"
"PB";2509396;"Maturéia";"Municipal";"4,4";"4,1"
"PB";2509396;"Maturéia";"Pública";"4,4";"4,1"
"PB";2509404;"Mogeiro";"Estadual";"3,1";"4,2"
"PB";2509404;"Mogeiro";"Municipal";"3,9";"4,8"
"PB";2509404;"Mogeiro";"Pública";"3,6";"4,2"
"PB";2509503;"Montadas";"Municipal";"4,1";"5"
"PB";2509503;"Montadas";"Pública";"4,1";"5"
"PB";2509602;"Monte Horebe";"Estadual";"3,1";"4,8"
"PB";2509602;"Monte Horebe";"Municipal";"4,5";"4,5"
"PB";2509602;"Monte Horebe";"Pública";"4,2";"4,5"
"PB";2509701;"Monteiro";"Estadual";;"4,9"
"PB";2509701;"Monteiro";"Municipal";"5,2";"4,8"
"PB";2509701;"Monteiro";"Pública";"4,8";"4,9"
"PB";2509800;"Mulungu";"Estadual";"3,6";"4,4"
"PB";2509800;"Mulungu";"Municipal";"3,3";"3,9"
"PB";2509800;"Mulungu";"Pública";"3,5";"4,1"
"PB";2509909;"Natuba";"Estadual";"3,8";"5,5"
"PB";2509909;"Natuba";"Municipal";"3,8";"4,4"
"PB";2509909;"Natuba";"Pública";"3,8";"5"
"PB";2510006;"Nazarezinho";"Estadual";"4,8";"4,9"
"PB";2510006;"Nazarezinho";"Municipal";;"4,1"
"PB";2510006;"Nazarezinho";"Pública";"3,8";"4,1"
"PB";2510105;"Nova Floresta";"Estadual";;"4,1"
"PB";2510105;"Nova Floresta";"Municipal";"3,3";"4"
"PB";2510105;"Nova Floresta";"Pública";"3";"4,1"
"PB";2510204;"Nova Olinda";"Estadual";"4,4";"5,2"
"PB";2510204;"Nova Olinda";"Municipal";"3,6";"3,8"
"PB";2510204;"Nova Olinda";"Pública";"4,1";"4,2"
"PB";2510303;"Nova Palmeira";"Estadual";"6";"4,2"
"PB";2510303;"Nova Palmeira";"Municipal";"4,1";"4,4"
"PB";2510303;"Nova Palmeira";"Pública";"4,4";"4,3"
"PB";2510402;"Olho d'Água";"Estadual";"5,1";"4,1"
"PB";2510402;"Olho d'Água";"Municipal";"3,4";"4,5"
"PB";2510402;"Olho d'Água";"Pública";"4";"4,1"
"PB";2510501;"Olivedos";"Municipal";"4,4";"5"
"PB";2510501;"Olivedos";"Pública";"4,4";"5"
"PB";2510600;"Ouro Velho";"Estadual";;"4,9"
"PB";2510600;"Ouro Velho";"Municipal";;"4,4"
"PB";2510600;"Ouro Velho";"Pública";;"4,3"
"PB";2510659;"Parari";"Estadual";"3,9";"4,3"
"PB";2510659;"Parari";"Pública";"3,9";"4,3"
"PB";2510709;"Passagem";"Municipal";"3,9";"3,8"
"PB";2510709;"Passagem";"Pública";"3,9";"3,8"
"PB";2510808;"Patos";"Estadual";"4,2";"4,5"
"PB";2510808;"Patos";"Municipal";"3,8";"4"
"PB";2510808;"Patos";"Pública";"3,9";"4,3"
"PB";2510907;"Paulista";"Estadual";;"4,2"
"PB";2510907;"Paulista";"Municipal";"4,9";"4"
"PB";2510907;"Paulista";"Pública";"4,9";"4,1"
"PB";2511004;"Pedra Branca";"Estadual";;"3,6"
"PB";2511004;"Pedra Branca";"Municipal";"4,1";"4"
"PB";2511004;"Pedra Branca";"Pública";"3,8";"3,8"
"PB";2511103;"Pedra Lavrada";"Estadual";;
"PB";2511103;"Pedra Lavrada";"Municipal";"4,4";"4,3"
"PB";2511103;"Pedra Lavrada";"Pública";"4,4";"4,3"
"PB";2511202;"Pedras de Fogo";"Estadual";"4,4";"4,1"
"PB";2511202;"Pedras de Fogo";"Municipal";"3,7";"4"
"PB";2511202;"Pedras de Fogo";"Pública";"3,9";"4"
"PB";2511301;"Piancó";"Estadual";;"3,9"
"PB";2511301;"Piancó";"Municipal";"4";"4,1"
"PB";2511301;"Piancó";"Pública";"4";"3,9"
"PB";2511400;"Picuí";"Estadual";"6,1";"4,4"
"PB";2511400;"Picuí";"Municipal";"4,9";"4,2"
"PB";2511400;"Picuí";"Pública";"5,1";"4,3"
"PB";2511509;"Pilar";"Estadual";"3";"3,9"
"PB";2511509;"Pilar";"Municipal";"3,8";"4,1"
"PB";2511509;"Pilar";"Pública";"3,4";"4"
"PB";2511608;"Pilões";"Estadual";"3";"4,5"
"PB";2511608;"Pilões";"Municipal";"3,1";"4,2"
"PB";2511608;"Pilões";"Pública";"3,2";"4,3"
"PB";2511707;"Pilõezinhos";"Estadual";;"5,1"
"PB";2511707;"Pilõezinhos";"Municipal";"3,2";"4,6"
"PB";2511707;"Pilõezinhos";"Pública";"3,2";"4,8"
"PB";2511806;"Pirpirituba";"Estadual";"3,5";"4,7"
"PB";2511806;"Pirpirituba";"Municipal";;"4,3"
"PB";2511806;"Pirpirituba";"Pública";"3,4";"4,5"
"PB";2511905;"Pitimbu";"Estadual";"2,7";"4,5"
"PB";2511905;"Pitimbu";"Municipal";;"4"
"PB";2511905;"Pitimbu";"Pública";"3,2";"4,2"
"PB";2512002;"Pocinhos";"Estadual";;"6,2"
"PB";2512002;"Pocinhos";"Municipal";"3,9";"4,5"
"PB";2512002;"Pocinhos";"Pública";"3,9";"4,5"
"PB";2512036;"Poço Dantas";"Estadual";;"5"
"PB";2512036;"Poço Dantas";"Municipal";"2,8";"4,1"
"PB";2512036;"Poço Dantas";"Pública";"2,8";"4,2"
"PB";2512077;"Poço de José de Moura";"Estadual";;"4,5"
"PB";2512077;"Poço de José de Moura";"Municipal";"4,7";"3,9"
"PB";2512077;"Poço de José de Moura";"Pública";"4,7";"4,8"
"PB";2512101;"Pombal";"Estadual";"4,7";"4,2"
"PB";2512101;"Pombal";"Municipal";"4,7";"4,7"
"PB";2512101;"Pombal";"Pública";"4,7";"4,4"
"PB";2512200;"Prata";"Estadual";"5";"5"
"PB";2512200;"Prata";"Municipal";"4,1";"4,7"
"PB";2512200;"Prata";"Pública";"4,5";"4,7"
"PB";2512309;"Princesa Isabel";"Estadual";"4";"4,3"
"PB";2512309;"Princesa Isabel";"Municipal";"5,4";"4,3"
"PB";2512309;"Princesa Isabel";"Pública";"4,9";"4,3"
"PB";2512408;"Puxinanã";"Estadual";"3,8";"4,3"
"PB";2512408;"Puxinanã";"Municipal";;
"PB";2512408;"Puxinanã";"Pública";"3,7";"4,3"
"PB";2512507;"Queimadas";"Estadual";"4,1";"4,3"
"PB";2512507;"Queimadas";"Municipal";"4,7";"3,8"
"PB";2512507;"Queimadas";"Pública";"4,5";"4,1"
"PB";2512606;"Quixabá";"Estadual";;"5,5"
"PB";2512606;"Quixabá";"Municipal";;"5,1"
"PB";2512606;"Quixabá";"Pública";;"5,5"
"PB";2512705;"Remígio";"Estadual";"4,2";"4,2"
"PB";2512705;"Remígio";"Municipal";"2,9";"4,7"
"PB";2512705;"Remígio";"Pública";"3,3";"4,3"
"PB";2512721;"Pedro Régis";"Estadual";"3,5";
"PB";2512721;"Pedro Régis";"Municipal";"4";"4,5"
"PB";2512721;"Pedro Régis";"Pública";"3,8";"4,5"
"PB";2512747;"Riachão";"Municipal";"3,9";"4,2"
"PB";2512747;"Riachão";"Pública";"3,9";"4,2"
"PB";2512754;"Riachão do Bacamarte";"Estadual";"2,9";"4,2"
"PB";2512754;"Riachão do Bacamarte";"Municipal";"3,7";"4,3"
"PB";2512754;"Riachão do Bacamarte";"Pública";"3,6";"4,2"
"PB";2512762;"Riachão do Poço";"Municipal";"3,6";"4,3"
"PB";2512762;"Riachão do Poço";"Pública";"3,6";"4,3"
"PB";2512788;"Riacho de Santo Antônio";"Estadual";;"4,2"
"PB";2512788;"Riacho de Santo Antônio";"Municipal";"3,3";"3,3"
"PB";2512788;"Riacho de Santo Antônio";"Pública";"3,4";"4,2"
"PB";2512804;"Riacho dos Cavalos";"Estadual";;"4,1"
"PB";2512804;"Riacho dos Cavalos";"Municipal";"4,2";"4,4"
"PB";2512804;"Riacho dos Cavalos";"Pública";"4";"4,1"
"PB";2512903;"Rio Tinto";"Estadual";"3,1";"4,4"
"PB";2512903;"Rio Tinto";"Municipal";"2,6";"4"
"PB";2512903;"Rio Tinto";"Pública";"2,9";"4,2"
"PB";2513000;"Salgadinho";"Municipal";"4,2";"4,2"
"PB";2513000;"Salgadinho";"Pública";"4,2";"4,2"
"PB";2513109;"Salgado de São Félix";"Estadual";"3,9";"4,4"
"PB";2513109;"Salgado de São Félix";"Municipal";;"4,5"
"PB";2513109;"Salgado de São Félix";"Pública";"3,4";"4,5"
"PB";2513158;"Santa Cecília";"Estadual";;"4,5"
"PB";2513158;"Santa Cecília";"Municipal";"4";"3,8"
"PB";2513158;"Santa Cecília";"Pública";"4";"4,5"
"PB";2513208;"Santa Cruz";"Estadual";"3,6";"4,1"
"PB";2513208;"Santa Cruz";"Municipal";"3,9";"5,1"
"PB";2513208;"Santa Cruz";"Pública";"3,9";"4,1"
"PB";2513307;"Santa Helena";"Estadual";"4,3";"4,3"
